agent_id|agent_first_name|agent_last_name|agent_email|agent_phone|agency_name|agency_city|agency_state|agency_zip|license_number|licensed_states|line_of_business|hire_date|termination_date|is_active|ytd_policies_written|ytd_premium_written|created_date|modified_date
AGT00127|Amanda|Allen|amanda.allen29@statefarmoffice.com|3366893509|State Farm Office|Riverside|CA|92501|LIC884056|NV~CA~IN|All Lines|2016-12-22||1|95|207922.81|2016-12-22|2019-08-13
AGT00128|Timothy|Wright|timothy.wright58@libertymutualgroup.com|(740) 920-6927|Liberty Mutual Group|Aurora|CO|80010|LIC691573|FL|Auto|2014-11-25||1|15|414387.03|2014-11-25|2017-09-25
AGT00129|Richard|Torres|richard.torres75@nationwidepartners.com|7002939361|Nationwide Partners|Cleveland|OH|44101|LIC947975|CA~CA~NC~CA|Auto|2013-05-12||1|116|65972.17|2013-05-12|2015-09-09
AGT00130|Ashley|Torres|ashley.torres75@progressivedirect.com|274.246.7941|Progressive Direct|Houston|TX|77001|LIC834406|WA~NY~PA~NC|Auto|2020-05-15||1|138|497061.83|2020-05-15|2020-10-03
AGT00131|Donald|Williams|donald.williams88@nationwidepartners.com|(877)752-3178|Nationwide Partners|Nashville|TN|37201|LIC464663|NV~WI~CA~PA|Auto|2019-03-04||1|45|496423.39|2019-03-04|2021-05-16
AGT00132|Kimberly|Rodriguez|kimberly.rodriguez70@allstateagency.com|634-744-7214|Allstate Agency|St. Louis|MO|63101|LIC359535|GA~CA~MO|Multi-Line|2014-12-30||1|88|77560.69|2014-12-30|2016-01-20
AGT00133|George|Carter|george.carter27@usaaagency.com|2683031550|USAA Agency|San Diego|CA|92101|LIC726822|CA|Auto|2010-09-21||1|62|370270.54|2010-09-21|2012-12-22
AGT00134|Mark|Anderson|mark.anderson41@allstateagency.com|791-812-6253|Allstate Agency|Cleveland|OH|44101|LIC416422|IN~MO~FL|Homeowners|2014-11-15||1|133|110521.37|2014-11-15|2016-07-22
AGT00135|Karen|Brown|karen.brown83@usaaagency.com|887.590.9592|USAA Agency|Minneapolis|MN|55401|LIC830132|OR|Multi-Line|2013-12-05||1|104|74608.8|2013-12-05|2016-01-14
AGT00136|Susan|Carter|susan.carter8@libertymutualgroup.com|+17756227824|Liberty Mutual Group|Cleveland|OH|44101|LIC655736|CA~FL~GA|Homeowners|2020-08-15||1|99|121429.26|2020-08-15|2021-10-05
AGT00137|Nancy|Adams|nancy.adams49@farmersinsurance.com|(889) 819-1647|Farmers Insurance|Philadelphia|PA|19101|LIC297303|TX~CO|All Lines|2020-02-02||1|143|108508.26|2020-02-02|2021-04-04
AGT00138|Nancy|Martin|nancy.martin97@libertymutualgroup.com|6904484350|Liberty Mutual Group|New York|NY|10001|LIC350956|PA|All Lines|2014-10-02||1|82|387756.94|2014-10-02|2016-11-19
AGT00139|Ashley|Wright|ashley.wright98@progressivedirect.com|527.408.7073|Progressive Direct|Anaheim|CA|92801|LIC534037|GA~TX~MO~MO|Auto|2018-01-22||1|144|432042.42|2018-01-22|2018-11-16
AGT00140|Mary|Taylor|mary.taylor32@progressivedirect.com|711.763.6530|Progressive Direct|Minneapolis|MN|55401|LIC900441|IN~WI~FL|Multi-Line|2019-05-14||1|125|230414.5|2019-05-14|2021-05-04
AGT00141|David|Rodriguez|david.rodriguez5@nationwidepartners.com|(276) 884-1794|Nationwide Partners|St. Louis|MO|63101|LIC532424|FL|Homeowners|2020-12-14||1|59|33983.97|2020-12-14|2021-10-19
AGT00142|James|Wilson|james.wilson69@farmersinsurance.com|(764) 621-1194|Farmers Insurance|Raleigh|NC|27601|LIC655134|CO~NE~CA~NY|Commercial|2020-03-24|2027-03-27|0|0|0.0|2020-03-24|2021-11-01
AGT00143|Mary|Allen|mary.allen20@nationwidepartners.com|446.396.9625|Nationwide Partners|Corpus Christi|TX|78401|LIC954814|FL|Commercial|2019-08-29||1|68|397468.17|2019-08-29|2020-02-06
AGT00144|Betty|Sanchez|betty.sanchez84@libertymutualgroup.com|9772322531|Liberty Mutual Group|Atlanta|GA|30301|LIC497687|CA|Multi-Line|2015-06-16||1|141|238002.55|2015-06-16|2015-07-05
AGT00145|Brian|Hernandez|brian.hernandez6@usaaagency.com|435.416.8790|USAA Agency|Philadelphia|PA|19101|LIC148823|FL~TX~FL|Auto|2021-03-18||1|71|449655.83|2021-03-18|2021-05-24
AGT00146|Susan|Lee|susan.lee31@cnapartners.com|780.598.9856|CNA Partners|Los Angeles|CA|90001|LIC502491|AZ~OK~TX~FL|Homeowners|2014-08-25||1|20|250396.43|2014-08-25|2016-08-02
AGT00147|Patricia|Miller|patricia.miller35@statefarmoffice.com|661.702.4737|State Farm Office|Fresno|CA|93701|LIC679902|AK~TN~CA~HI|Multi-Line|2015-03-17||1|110|92868.92|2015-03-17|2017-05-03
AGT00148|Jennifer|Roberts|jennifer.roberts20@libertymutualgroup.com|(589)928-3527|Liberty Mutual Group|Bakersfield|CA|93301|LIC508548|CO|Commercial|2016-08-16||1|92|53275.46|2016-08-16|2016-08-26
AGT00149|Lisa|Lewis|lisa.lewis72@statefarmoffice.com|(768) 724-7685|State Farm Office|Las Vegas|NV|89101|LIC127537|CA~CA|Auto|2016-01-19||1|90|277109.9|2016-01-19|2017-11-13
AGT00150|Matthew|Smith|matthew.smith22@usaaagency.com|901-589-3777|USAA Agency|Nashville|TN|37201|LIC381981|FL~FL|Commercial|2019-04-13||1|68|246561.97|2019-04-13|2019-08-20
AGT00151|David|Ramirez|david.ramirez33@progressivedirect.com|+14529389123|Progressive Direct|Denver|CO|80201|LIC746624|NV|Homeowners|2019-06-12||1|117|53486.18|2019-06-12|2021-02-24
AGT00152|James|Sanchez|james.sanchez42@farmersinsurance.com|8179114290|Farmers Insurance|Louisville|KY|40201|LIC429445|CA~TX~TX~OK|Homeowners|2018-07-10||1|101|484362.61|2018-07-10|2020-02-26
AGT00153|Deborah|Hall|deborah.hall47@cnapartners.com|+13167774273|CNA Partners|Honolulu|HI|96801|LIC672133|WI~CO~NM|Homeowners|2021-01-05||1|140|13458.05|2021-01-05|2023-08-08
AGT00154|Melissa|Wilson|melissa.wilson39@statefarmoffice.com|(447)458-3525|State Farm Office|Sacramento|CA|95801|LIC543681|CA~NE~TX~HI|Multi-Line|2016-07-14||1|18|224533.36|2016-07-14|2019-03-22
AGT00155|Donna|Sanchez|donna.sanchez82@usaaagency.com|(287)311-5067|USAA Agency|Cleveland|OH|44101|LIC796982|TX~OH~TX|Commercial|2021-05-13||1|42|323499.92|2021-05-13|2021-08-11
AGT00156|Andrew|Adams|andrew.adams66@farmersinsurance.com|9647314621|Farmers Insurance|Santa Ana|CA|92701|LIC492292|TX~NY~WA~IN|Multi-Line|2018-12-18||1|118|386171.12|2018-12-18|2021-10-07
AGT00157|Barbara|Thompson|barbara.thompson94@statefarmoffice.com|345.556.6110|State Farm Office|Los Angeles|CA|90001|LIC577450|CA|Homeowners|2020-10-29||1|133|241463.0|2020-10-29|2023-07-01
AGT00158|Michael|Lewis|michael.lewis15@farmersinsurance.com|(223)551-2791|Farmers Insurance|St. Louis|MO|63101|LIC938913|CA|Homeowners|2020-02-24|2029-06-14|0|0|0.0|2020-02-24|2021-07-07
AGT00159|Kimberly|Lopez|kimberly.lopez24@farmersinsurance.com|8558738080|Farmers Insurance|Minneapolis|MN|55401|LIC130610|IN~NM~HI~TX|All Lines|2013-08-04||1|50|224787.51|2013-08-04|2015-12-31
AGT00160|Matthew|Smith|matthew.smith14@libertymutualgroup.com|749.391.6993|Liberty Mutual Group|Riverside|CA|92501|LIC306647|FL|Multi-Line|2014-10-26||1|29|131176.7|2014-10-26|2017-07-24
AGT00161|Kimberly|Green|kimberly.green46@cnapartners.com|(668)832-3826|CNA Partners|Memphis|TN|38101|LIC840282|OR|Commercial|2018-09-19||1|21|336055.04|2018-09-19|2020-06-21
AGT00162|Linda|Thomas|linda.thomas54@nationwidepartners.com|8103417286|Nationwide Partners|Oklahoma City|OK|73101|LIC294776|NC~WI|Multi-Line|2012-08-16||1|137|346716.46|2012-08-16|2013-08-05
AGT00163|Emily|Hernandez|emily.hernandez63@nationwidepartners.com|+13393997290|Nationwide Partners|Omaha|NE|68101|LIC629990|CA~TX~OR~NY|Multi-Line|2016-06-24||1|104|342348.34|2016-06-24|2018-10-23
AGT00164|Melissa|Lewis|melissa.lewis36@statefarmoffice.com|430-750-5729|State Farm Office|Omaha|NE|68101|LIC918665|TN~IL|Multi-Line|2013-10-02||1|144|371259.13|2013-10-02|2016-07-12
AGT00165|Emily|Allen|emily.allen98@progressivedirect.com|936-651-9951|Progressive Direct|San Diego|CA|92101|LIC545807|OH~KY~IL|Auto|2012-07-24||1|63|148854.47|2012-07-24|2012-09-28
AGT00166|Mark|Taylor|mark.taylor31@travelersagency.com|(414)955-6744|Travelers Agency|Portland|OR|97201|LIC739905|AK|Multi-Line|2011-12-14||1|42|308075.6|2011-12-14|2013-02-09
AGT00167|Jessica|Brown|jessica.brown38@hartfordagency.com|+14967865380|Hartford Agency|Tampa|FL|33601|LIC812296|TN~CA|Auto|2017-11-13||1|34|481386.0|2017-11-13|2020-03-04
AGT00168|Patricia|Moore|patricia.moore51@nationwidepartners.com|(701)345-5402|Nationwide Partners|Anaheim|CA|92801|LIC534346|CA~KY~CA|Multi-Line|2012-11-05||1|115|37758.14|2012-11-05|2013-05-14
AGT00169|Margaret|Allen|margaret.allen94@farmersinsurance.com|(295)948-8511|Farmers Insurance|Pittsburgh|PA|15201|LIC796405|TN~LA~NY~AK|Commercial|2016-03-29||1|16|397838.96|2016-03-29|2018-06-21
AGT00170|Jessica|Ramirez|jessica.ramirez17@progressivedirect.com|(779)696-6631|Progressive Direct|Charlotte|NC|28201|LIC899281|KY~MN~FL|Auto|2021-02-04||1|11|49787.37|2021-02-04|2023-09-03
AGT00171|Mary|Davis|mary.davis39@travelersagency.com|(362)480-2529|Travelers Agency|Austin|TX|73301|LIC477943|OH~TX~TX~CA|Commercial|2019-11-25|2021-10-27|0|0|0.0|2019-11-25|2021-12-25
AGT00172|Kevin|Adams|kevin.adams12@usaaagency.com|920-297-1017|USAA Agency|Austin|TX|73301|LIC599968|CA~CA|Auto|2011-03-01||1|33|296839.75|2011-03-01|2014-01-27
AGT00173|Amanda|Lewis|amanda.lewis30@farmersinsurance.com|(592) 291-2678|Farmers Insurance|New York|NY|10001|LIC428572|TX~TX~MO~AZ|Commercial|2010-03-08||1|76|68564.65|2010-03-08|2010-12-05
AGT00174|Carol|Baker|carol.baker93@hartfordagency.com|4188433480|Hartford Agency|Jacksonville|FL|32201|LIC746002|CA~OR|Multi-Line|2011-07-15||1|55|43344.02|2011-07-15|2012-02-05
AGT00175|William|Carter|william.carter83@farmersinsurance.com|(286)454-5668|Farmers Insurance|San Diego|CA|92101|LIC128127|TX~CA~CO|Commercial|2018-08-12||1|52|258874.56|2018-08-12|2021-06-20
AGT00176|Richard|Mitchell|richard.mitchell15@allstateagency.com|+14467112163|Allstate Agency|Albuquerque|NM|87101|LIC112653|NE~WI|Commercial|2016-08-18||1|81|65991.44|2016-08-18|2018-12-27
AGT00177|Betty|Wright|betty.wright76@travelersagency.com|269-214-5295|Travelers Agency|Santa Ana|CA|92701|LIC141761|CA|Auto|2013-11-16||1|101|253305.3|2013-11-16|2016-09-07
AGT00178|Stephanie|Clark|stephanie.clark40@statefarmoffice.com|280-723-4329|State Farm Office|Fresno|CA|93701|LIC662445|CO~PA|Commercial|2019-01-09||1|100|293218.58|2019-01-09|2019-05-24
AGT00179|Lisa|Hall|lisa.hall8@allstateagency.com|(516) 882-3877|Allstate Agency|Fresno|CA|93701|LIC113280|CA~GA~CA~TX|Homeowners|2015-05-09||1|2|81916.32|2015-05-09|2017-04-18
AGT00180|Kimberly|King|kimberly.king4@nationwidepartners.com|+15436395456|Nationwide Partners|St. Louis|MO|63101|LIC166974|MO~CA~AK|Commercial|2015-10-25||1|147|313766.42|2015-10-25|2018-08-06
AGT00181|Ashley|Allen|ashley.allen33@travelersagency.com|991-305-2889|Travelers Agency|Las Vegas|NV|89101|LIC876764|NV~TX|All Lines|2011-03-31||1|0|22018.95|2011-03-31|2011-04-25
AGT00182|Sarah|Williams|sarah.williams92@usaaagency.com|958-871-7870|USAA Agency|Kansas City|MO|64101|LIC437433|IL~MN|Homeowners|2018-03-01||1|106|457927.38|2018-03-01|2019-12-16
AGT00183|Karen|Jones|karen.jones29@statefarmoffice.com|(728) 247-7568|State Farm Office|Tampa|FL|33601|LIC587686|TX|Commercial|2018-05-13||1|79|163650.46|2018-05-13|2020-12-03
AGT00184|James|White|james.white76@cnapartners.com|(705)991-4201|CNA Partners|Columbus|OH|43201|LIC673108|GA~NV|Homeowners|2016-07-16||1|38|3188.94|2016-07-16|2018-11-02
AGT00185|Mary|Anderson|mary.anderson85@allstateagency.com|(585) 955-6038|Allstate Agency|Cleveland|OH|44101|LIC315161|KY|All Lines|2017-10-08||1|60|209907.92|2017-10-08|2018-02-07
AGT00186|Barbara|Rivera|barbara.rivera11@allstateagency.com|794-297-9280|Allstate Agency|Denver|CO|80201|LIC768169|TX~NV~GA~PA|Multi-Line|2012-02-02||1|19|295947.88|2012-02-02|2012-06-08
AGT00187|Sandra|Nelson|sandra.nelson42@progressivedirect.com|525-663-5455|Progressive Direct|Dallas|TX|75201|LIC178315|NM~TX~PA|Homeowners|2015-04-24||1|34|389968.49|2015-04-24|2015-12-03
AGT00188|Barbara|Miller|barbara.miller46@travelersagency.com|988.412.8404|Travelers Agency|Austin|TX|73301|LIC585854|OH|Commercial|2020-01-31||1|30|45210.44|2020-01-31|2021-10-15
AGT00189|Melissa|Hall|melissa.hall32@libertymutualgroup.com|(564) 605-9412|Liberty Mutual Group|Arlington|TX|76001|LIC810078|FL~PA~CA|Commercial|2010-11-27||1|66|410044.81|2010-11-27|2011-11-18
AGT00190|Mary|Sanchez|mary.sanchez8@statefarmoffice.com|999-427-3141|State Farm Office|Sacramento|CA|95801|LIC963684|CA~NY|Multi-Line|2015-08-09||1|95|343142.63|2015-08-09|2016-01-28
AGT00191|Donna|Nguyen|donna.nguyen17@allstateagency.com|(294) 539-3007|Allstate Agency|Seattle|WA|98101|LIC583388|CA~CA|Auto|2011-09-07||1|43|462065.86|2011-09-07|2014-02-10
AGT00192|George|Sanchez|george.sanchez24@usaaagency.com|481-486-8307|USAA Agency|Omaha|NE|68101|LIC136332|OR~NC|All Lines|2010-08-30||1|62|323639.2|2010-08-30|2013-06-16
AGT00193|Anthony|Scott|anthony.scott83@statefarmoffice.com|(738) 455-9907|State Farm Office|Kansas City|MO|64101|LIC501078|AZ~OH|Commercial|2011-05-15||1|122|272258.9|2011-05-15|2014-01-31
AGT00194|Daniel|Torres|daniel.torres77@usaaagency.com|(424) 230-5602|USAA Agency|Raleigh|NC|27601|LIC947935|TN|Multi-Line|2017-03-19||1|135|178716.45|2017-03-19|2018-07-08
AGT00195|David|Miller|david.miller29@progressivedirect.com|789-597-6813|Progressive Direct|San Francisco|CA|94101|LIC284654|KY|Homeowners|2015-05-30||1|81|403105.11|2015-05-30|2017-06-02
AGT00196|Donna|Johnson|donna.johnson40@cnapartners.com|(379) 702-1621|CNA Partners|Riverside|CA|92501|LIC158896|NE~OH|Homeowners|2017-11-20||1|56|9963.99|2017-11-20|2020-07-25
AGT00197|James|Perez|james.perez3@nationwidepartners.com|(351) 800-3320|Nationwide Partners|Bakersfield|CA|93301|LIC987599|TN~TX|All Lines|2014-07-09||1|93|480279.38|2014-07-09|2016-08-12
AGT00198|Melissa|Nelson|melissa.nelson56@farmersinsurance.com|854-698-6198|Farmers Insurance|Albuquerque|NM|87101|LIC841535|TX~MO|All Lines|2012-04-07||1|91|111618.61|2012-04-07|2013-04-01
AGT00199|Matthew|Martin|matthew.martin74@nationwidepartners.com|600-989-1530|Nationwide Partners|St. Louis|MO|63101|LIC731650|TX|Commercial|2016-08-09||1|56|319823.39|2016-08-09|2017-03-10
AGT00200|Dorothy|Martinez|dorothy.martinez91@libertymutualgroup.com|8868546500|Liberty Mutual Group|Louisville|KY|40201|LIC111949|TX~HI~PA|Commercial|2011-09-30||1|53|124770.43|2011-09-30|2012-02-15
